case_id,customer_message,cluster_id
apple_316129,Hey @115858 why the hell haven’t y’all fixed this stupid question mark glitch? Shit been going on for too long and is getting annoying. Step yo game up with y’all rich asses,5
apple_2040361,@AppleSupport I’ve been an iPhone user since the first iPhone started. &amp; every year you all do something so my previous phone stops working,7
apple_2422539,"@AppleSupport how does one watch videos on iPad pro 15"" when there is no video app on it https://t.co/t6Op4ktJD1",3
apple_613046,safari isn't playing any sound on my laptop HELP @115858 @AppleSupport,3
apple_2803491,"Hey @115858, wtf. I took a nap and woke up to all my contacts randomly deleted.",2
apple_1642584,Hey @AppleSupport what’s with this “A ?” In my text boxes. Hm? Bc it’s annoying,10
apple_2728213,Whenever I try to a screen shot on my IPhone 8 it’s just black screen anyone else had this problem? @AppleSupport #iphone8,7
apple_1475367,"Hey @115858, iOS 11.1 better contain “bug fixes” for all the horse shit my phone’s been doing the past few days",4
apple_1627557,@115858 needs to hurry up &amp; fix this damn update 🤬,1
apple_2253442,@AppleSupport How do I️ get rid of this? It’s seriously the first thing that made me think of switching to android. https://t.co/OyVPGBgE6k,9
apple_661509,"@115858 The latest IOS update is terrible.  Apps on my Iphone 6 now take at least twice as long to load, and my battery life has dropped as well.",11
apple_2789190,@AppleSupport why does my phone jump to the top when I’m trying to look through the info of one of my chats in iMessage?! And why do I always have to restore purchases on some apps?,9
apple_1840234,"Anyone having issues installing @AppleSupport update iOS 11.0.3? I'm getting unable to install update, an error occurred installing",4
apple_1744852,Hey @115858 Can you guys please fix this box questions marks issue?,5
apple_841929,@AppleSupport plz return my ios 10 battery is draining like yur meter using by two people,11
apple_1941024,@AppleSupport Messages and FaceTime not working after last update on iPhone 6 running 11.0.3 won’t let me sign in using apple ID,4
apple_1146021,"@AppleSupport is iCloud Music Library down? music disappeared, when I checked it was off, every time I keep turning it on I get this error https://t.co/sZKv0WFm0P",6
apple_1990058,Hey @115858 how do you explain this? This is after I️ updated to the new iOS system! #fixit https://t.co/1jNUW5HBmw,4
apple_2621242,@AppleSupport my iphone stopped working so i did a hard reset and it is stuck on the welcome screen with the white apple in the center,7
apple_2137291,@AppleSupport I thought the new IOS update 4.1 was supposed to allow you to stream music on watch. How do you do that?? What app is that? There isn’t exactly directions lol,6
apple_1010489,@AppleSupport @115858 please! Correct IOS 11!! An update has never been or work so bad :(,4
apple_1242877,"What’s happening with the new #ios ?
It’s #draining my battery #iphone @AppleSupport",11
apple_545190,"@AppleSupport every time I restart my 11.1.2 phone I get SMS notifications from years ago, then 1/2 the time the home screen stops working.  Backup restore and happening on my iPhone X now too https://t.co/LEI5HWOEni",4
apple_2665323,So #iPhone8 or #iPhoneX? @115858 help me out.,7
apple_905289,@115858 @AppleSupport @115948 help!!!! My full Apple Music iTunes library has disappeared !!! Help help help,6
apple_2378876,"@AppleSupport please fix camera setting bugs, such as preserve settings that sometimes not preserve, grid disappears sometimes, and flash turns on auto sometimes on #iPhoneX. It’s getting annoying with all the problems just so you know.",7
apple_2318546,@AppleSupport this legit? Cuz I logged in and it was asking me for my social when I’ve never had to provide it before. https://t.co/OH49uaVzDC,2
apple_592281,I guess @115858 thinks it’s funny to mess up your phone with ‘updates’ whenever a new iPhone it’s released🤷🏽‍♀️WTF #iOS11,4
apple_2748363,@AppleSupport I can't read or write reviews in iOS 10.3.3 App Store on iPhone SE. Is this issue known?,4
apple_546572,"@AppleSupport Hi, since yesterday night my 6s is canceling every minute. Restart and backup doesn't solute this problem. Have you an idea? https://t.co/H5xoGA6oS9",9
apple_1864305,. @AppleSupport how is it that I lose 12% of battery by turning my iPhone on and off? #notright Time to go to @125607?,11
apple_2726849,"@AppleSupport, why is iCloud Photo Library, so aggressive in uploading photos? A minute after snapping one it already has to be downloaded to be viewed . #askquery",8
apple_1901287,@AppleSupport please help. Foriegn friend got tricked by @115858 store employee to get replacement for broken phone. Can’t return it now.,9
apple_1640293,Dear @AppleSupport what was the point of the iPhone 8. This was a waste of my hard earned money. Signed: one pissed off customer.,7
apple_2490752,Apple what the fuck you are the biggest company in the world. Fix this fucking problem!!! I️ can’t take it any longer @AppleSupport,8
apple_2730432,@AppleSupport mornin’! How do I stop my iPhone camera from opening in “Live” mode by default? Thanks!,7
apple_2130373,I️ hate @115858 for getting rid of the headphone port,9
apple_557860,@AppleSupport my phone keeps turning itself off randomly but then straight back on. I tried restoring it and restarting and what not but it’s still happening like every couple of minutes. This is the screen it goes to 🤷🏻‍♀️ https://t.co/yBizHnIc9c,9
apple_2015840,Also I️ updated my phone and this is what my texts n shit look like. Wtf is going on fix this nonsense @AppleSupport https://t.co/pRnXdXKj8H,5
apple_949646,@AppleSupport Really not enjoying 11.0.3  Destroyed usability on my Iphone 7+ All apps crashing.  Takes 2-3 times to open. Battery dies. Ugh,4
apple_1581457,@115858 my phone won’t let me type an “I️” it will switches to  a “! ?”  This happened after I updated my phone. I’m annoyed.,10
apple_1505239,Hey @AppleSupport want to tell me why my phone dies at 44 percent????? THANKS,9
apple_1374124,@AppleSupport So I have all the notifications turned off for every channel in the news app but still get them am I missing something? https://t.co/lvoiW4wL11,3
apple_449530,my phone has so kindly decided to crash i currently have to use my laptop for all until i restore it to factory settings. I am pissed off not happy @115858 @AppleSupport  not happy at all.,9
apple_1687348,DAMMIT @AppleSupport ! Help meee!!!! I️ am currently running iOS 11.1. How do I️ fix this?! https://t.co/En4fRa4oHO,4
apple_222976,@AppleSupport strobing updated app dot? #iOS11 https://t.co/r3iOUpQa61,4
apple_1826457,Hella #fail frm @AppleSupport when they encourage 2 set an appt where they call to troubleshoot &amp;  The Call is dropped by their software https://t.co/1ccg5GlOnR,9
apple_654452,Hey @115858 would you fix the podcast app so it doesn’t stop every 5 minutes? Yeah thanks.,6
apple_717054,New iPhone update has killed my phone battery life instantly. Hate the thought that @115858 do this on purpose.,11
apple_1983974,@AppleSupport any reason why my iPhone capitalises the word Plus? Getting on my nerves,10
apple_2001799,@AppleSupport your software update is dreadful,1
apple_1503032,@AppleSupport i left my phone to sleep 7 hours ago. with my phone battery 58% to 20% in airplane mode. screw u ios 11.2.1😭can u tell me why?,11
apple_1437521,#ios11update @AppleSupport in iphone6s 1. Sometime stuck while trying to make 2nd call keeping 1st on hold 2. Can’t send sms from call list,4
apple_2014901,@115858 @AppleSupport GIVE ME BACK MY iiiiiiiiiiiiii,2
apple_908010,Oye  @115858 @AppleSupport what’s the deal with the fucking keyboard lag of the new iOS? Are you gonna fix it anytime soon?,4
apple_968239,Oh good. @AppleSupport’s new iOS update completely screwed up the podcast app.,6
apple_2335073,I can’t make phone calls 🙃 @AppleSupport https://t.co/aNdVFdzL1o,9
apple_518362,"@AppleSupport iOs 11.1.2 crashing like hell, and btw, i can’t access my clock https://t.co/UQtm0t8Lcn",4
apple_2148110,"my phone just deleted over 9K pictures from my camera roll. If this is some sick joke to get me to by the new iPhone, @115858, it’s never happening again",9
apple_1711362,"Desde que actualice a IOS 11, tanto el teclado (para mensajes) como iMessage me andan pésimo, a alguien más le sucede ? @AppleSupport",0
apple_647359,@AppleSupport @115858 ur new update 11.0.2 is draining battery like hell pls fix this asap,11
apple_1773165,"I️. No I️ mean I️. NO, I️ ! OH. MY. FUCKING. GOD. I️ WANT TO SAY I️ !!!! https://t.co/u38skZoUeJ",2
apple_2343661,"@AppleSupport Hi, somebody is using my account in order to buy things. Help.",8
apple_58197,@115858 I️ CANT FUNCTION WITH MY I’s NOT WORKING FIX THIS.,5
apple_514775,"@AppleSupport Our Safari browsers since the last Apple security update, keep crashing,  the minute you open Safari it crashes, we keep sending in the reports.   Is there a problem with the last security update that would do this?",3
apple_1633085,.@AppleSupport i️ need yall to fix this keyboard or whatever issue cause i️ m tired of these boxes with question marks and i️ ts too much,5
apple_1753260,@115858 fix y’all shit man 😒 this bogus as hell https://t.co/jRdFe3YsVu,5
apple_795822,@AppleSupport why is Apple Music so intermittent. I can’t stream music while on the move.,6
apple_2756836,@AppleSupport so now there’s a problem when sharing pictures via ANY APP! when are you going to release a bugs-free iOS version?,4
apple_1910115,"@AppleSupport Since the new update 11.0.3, my iPhone has NO battery life now &amp; SUPER SLOW!! What gives? This is HORRIBLE!! Can I delete it?",11
apple_2176514,@AppleSupport when i become an incoming Message the iPhone dont make a Noise and no haptic vibration! On iOS 11.0.3! Whats the problem???,4
apple_2975796,Idk why “?” are showing up in my text messages but that needs to change - @115858 - I️ never wanted to change my words into emojis. Fix it,10
apple_1170140,@AppleSupport my iPhone freezes 3 times a day since updating to 11.03. Only remedy is a hard reset. Please help,4
apple_457222,@AppleSupport - Can you please either A) sort out #ios11 or B) replace my iPhone 7+ now that your new operating system as rendered it completely useless? All your users are complaining but no action from your end. You messed up with a buggy update at least fix it.,4
apple_1062225,@AppleSupport why am I not able to pre-authorise for iPhone Upgrade Program for iPhone X but US customers can?,8
apple_1624964,@AppleSupport another video for the issue https://t.co/1oNngROf7i,3
apple_2971271,@116333 I hope you are well. I purchased a MacBookAir in 2015. The WiFi no hardware installed shows up. I can’t get help from anyone as I don’t have apple care. Who can I talk to please?  Thank you kindly.,3
apple_2913303,Hey @116333 WHO is the responsible about your shit quality control? Our beloved osx is a buggy shitty unstable unusable crap now.,3
apple_788842,@AppleSupport this update severely ruined my phone. Help me fix it I am angry.,1
apple_1651889,"This i.s driving me insane! 
Please please please help 😳
@115858 @AppleSupport https://t.co/sfZM9BaEoQ",2
apple_2519411,Corrections: but why do me keep having nose bleeds.... since @115858 can’t get their shit together. https://t.co/7iMvw1ILfQ,2
apple_498584,@AppleSupport how come after every update I have this problem. It is so frustrating when I just want to add some songs onto my iPhone! My iTunes is update and my phone is so why won’t it sync? Help me please! https://t.co/0KG4RnT3UR,6
